Street_Name,Crash_UP_ID,FID,FID_Austin,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID1,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,CrashID,CrashID1,Latitude,Longitude,Unit_Nbr,Prsn_Nbr,Prsn_Type_ID,Prsn_Occpnt_Pos_ID,Prsn_Injry_Sev_ID,Prsn_Age,Prsn_Ethnicity_ID,Prsn_Gndr_ID,Prsn_Ejct_ID,Prsn_Rest_ID,Prsn_Airbag_ID,Prsn_Helmet_ID,Prsn_Sol_Fl,Prsn_Alc_Spec_Type_ID,Prsn_Alc_Rslt_ID,Prsn_Bac_Test_Rslt,Prsn_Drg_Spec_Type_ID,Prsn_Drg_Rslt_ID,Drvr_Drg_Cat_1_ID,Prsn_Death_Date,Prsn_Death_Time,Incap_Injry_Cnt.x,Nonincap_Injry_Cnt.x,Poss_Injry_Cnt.x,Non_Injry_Cnt.x,Unkn_Injry_Cnt.x,Tot_Injry_Cnt.x,Death_Cnt.x,Crash_Fatal_Fl,Cmv_Involv_Fl,Schl_Bus_Fl,Rr_Relat_Fl,Medical_Advisory_Fl,Amend_Supp_Fl,Active_School_Zone_Fl,Crash_Date,Crash_Time,Rpt_CRIS_Cnty_ID,Rpt_City_ID,Rpt_Outside_City_Limit_Fl,Thousand_Damage_Fl,Rpt_Latitude,Rpt_Longitude,Rpt_Rdwy_Sys_ID,Rpt_Hwy_Num,Rpt_Hwy_Sfx,Rpt_Road_Part_ID,Rpt_Block_Num,Rpt_Street_Pfx,Rpt_Street_Name,Rpt_Street_Sfx,Private_Dr_Fl,Toll_Road_Fl,Crash_Speed_Limit,Road_Constr_Zone_Fl,Road_Constr_Zone_Wrkr_Fl,Rpt_Street_Desc,At_Intrsct_Fl,Rpt_Sec_Rdwy_Sys_ID,Rpt_Sec_Hwy_Num,Rpt_Sec_Hwy_Sfx,Rpt_Sec_Road_Part_ID,Rpt_Sec_Block_Num,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Ref_Mark_Offset_Amt,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Nbr,Rpt_Sec_Street_Desc,Rpt_CrossingNumber,Wthr_Cond_ID,Light_Cond_ID,Entr_Road_ID,Road_Type_ID,Road_Algn_ID,Surf_Cond_ID,Traffic_Cntl_ID,Investigat_Notify_Time,Investigat_Notify_Meth,Investigat_Arrv_Time,Report_Date,Investigat_Comp_Fl,Investigat_Agency_ID,Investigat_Area_ID,Investigat_District_ID,Investigat_Region_ID,Bridge_Detail_ID,Harm_Evnt_ID,Intrsct_Relat_ID,FHE_Collsn_ID,Obj_Struck_ID,Othr_Factr_ID,Road_Part_Adj_ID,Road_Cls_ID,Road_Relat_ID,Phys_Featr_1_ID,Phys_Featr_2_ID,Cnty_ID,City_ID,Latitude.1,Longitude.1,Hwy_Sys,Hwy_Nbr,Hwy_Sfx,Dfo,Street_Nbr,Control,Section,Milepoint,Ref_Mark_Nbr,Ref_Mark_Displ,Hwy_Sys_2,Hwy_Nbr_2,Hwy_Sfx_2,Street_Name_2,Street_Nbr_2,Control_2,Section_2,Milepoint_2,Txdot_Rptable_Fl,Onsys_Fl,Rural_Fl,Crash_Sev_ID,Pop_Group_ID,Located_Fl,Day_of_Week,Hwy_Dsgn_Lane_ID,Hwy_Dsgn_Hrt_ID,Hp_Shldr_Left,Hp_Shldr_Right,Hp_Median_Width,Base_Type_ID,Nbr_Of_Lane,Row_Width_Usual,Roadbed_Width,Surf_Width,Surf_Type_ID,Curb_Type_Left_ID,Curb_Type_Right_ID,Shldr_Type_Left_ID,Shldr_Width_Left,Shldr_Use_Left_ID,Shldr_Type_Right_ID,Shldr_Width_Right,Shldr_Use_Right_ID,Median_Type_ID,Median_Width,Rural_Urban_Type_ID,Func_Sys_ID,Adt_Curnt_Amt,Adt_Curnt_Year,Adt_Adj_Curnt_Amt,Pct_Single_Trk_Adt,Pct_Combo_Trk_Adt,Trk_Aadt_Pct,Curve_Type_ID,Curve_Lngth,Cd_Degr,Delta_Left_Right_ID,Dd_Degr,Feature_Crossed,Structure_Number,I_R_Min_Vert_Clear,Approach_Width,Bridge_Median_ID,Bridge_Loading_Type_ID,Bridge_Loading_In_1000_Lbs,Bridge_Srvc_Type_On_ID,Bridge_Srvc_Type_Under_ID,Culvert_Type_ID,Roadway_Width,Deck_Width,Bridge_Dir_Of_Traffic_ID,Bridge_Rte_Struct_Func_ID,Bridge_IR_Struct_Func_ID,CrossingNumber,RRCo,Poscrossing_ID,WDCode_ID,Standstop,Yield,Incap_Injry_Cnt.y,Nonincap_Injry_Cnt.y,Poss_Injry_Cnt.y,Non_Injry_Cnt.y,Unkn_Injry_Cnt.y,Tot_Injry_Cnt.y,Death_Cnt.y,MPO_ID,Unit_ID,Unit_Prsn_ID,Count,BikePath
CONGRESS AVE,AUS_1188569521,641,433,48,453,1100,1,4.85E+11,1500US484530011001,Block Group 1,G5030,S,2044061,66635,30.2687002,-97.7433003,11885695,AUS_11885695,30.269,-97.74247,2,1,3,16,5,25,1,2,4,11,1,2,N,4,NA,NA,4,97,97,,,0,0,0,1,0,0,0,N,N,N,N,N,N,N,1/26/2011,10:19 PM,227,22,N,N,NA,NA,19,NA,,1,600,,CONGRESS,AVE,N,N,35,N,N,,Y,19,NA,,1,,E,7TH,ST,NA,NA,,,,NA,11,4,4,NA,1,1,5,10:14 PM,DISPATCHED,10:21 PM,1/26/2011,Y,74,NA,8,531,8,5,2,1,64,54,1,5,1,21,21,227,22,30.269,-97.74247,,NA,NA,NA,701,NA,NA,NA,NA,NA,,NA,NA,W 7TH ST,NA,NA,NA,NA,N,N,N,5,9,Y,WED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,0,0,90,118856952,1188569521,26,Yes
CONGRESS AVE,AUS_1336843821,495,446,48,453,1100,2,4.85E+11,1500US484530011002,Block Group 2,G5030,S,393596,172901,30.2590809,-97.73992,13368438,AUS_13368438,30.26259378,-97.74478849,2,1,3,16,2,26,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,7/4/2013,10:17 PM,227,22,N,N,NA,NA,19,NA,,1,100,S,CONGRESS,AVE,N,N,35,N,N,,N,19,NA,,NA,100,E,CESAR CHAVEZ,,NA,NA,,,,NA,11,4,0,NA,1,1,1,10:18 PM,DISPATCH,10:25 PM,7/4/2013,Y,74,17,105,112,8,5,4,1,64,54,1,5,1,21,21,227,22,30.26259378,-97.74478849,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,0,1,0,90,133684382,1336843821,26,Yes
CONGRESS AVE,AUS_1279556821,639,433,48,453,1100,1,4.85E+11,1500US484530011001,Block Group 1,G5030,S,2044061,66635,30.2687002,-97.7433003,12795568,AUS_12795568,30.269,-97.74247,2,1,3,16,2,21,1,2,4,11,1,2,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,7/2/2012,7:20 PM,227,22,N,N,NA,NA,19,NA,,1,700,N,CONGRESS,AVE,N,N,35,N,N,,Y,19,NA,,NA,100,E,7TH,ST,NA,NA,,,,NA,11,1,0,NA,1,1,5,7:20 PM,DISPATCH,7:23 PM,7/2/2012,Y,74,NA,NA,360,8,5,4,1,64,54,1,5,1,21,21,227,22,30.269,-97.74247,,NA,NA,NA,701,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,MON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,0,1,0,90,127955682,1279556821,26,Yes
CONGRESS AVE,AUS_1283037921,628,433,48,453,1100,1,4.85E+11,1500US484530011001,Block Group 1,G5030,S,2044061,66635,30.2687002,-97.7433003,12830379,AUS_12830379,30.26806,-97.74282,2,1,3,16,2,34,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,8/2/2012,12:52 PM,227,22,N,N,NA,NA,19,NA,,1,NA,,CONGRESS,AVE,N,N,30,N,N,,Y,19,NA,,NA,,W,6TH,ST,NA,NA,,,,NA,11,1,98,NA,1,1,5,12:58 PM,DISPATCHED,1:02 PM,8/2/2012,Y,74,1,115,144,8,5,1,3,64,54,1,5,1,21,21,227,22,30.26806,-97.74282,,NA,NA,NA,599,NA,NA,NA,NA,NA,,NA,NA,W 6TH ST,NA,NA,NA,NA,Y,N,N,2,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,0,1,0,90,128303792,1283037921,26,Yes
CONGRESS AVE,AUS_1479513521,609,433,48,453,1100,1,4.85E+11,1500US484530011001,Block Group 1,G5030,S,2044061,66635,30.2687002,-97.7433003,14795135,AUS_14795135,30.26711478,-97.74316246,2,1,3,16,5,37,1,1,4,11,1,2,N,4,NA,NA,4,97,97,,,0,0,0,1,0,0,0,N,N,N,N,N,N,N,11/25/2015,2:59 PM,227,22,N,N,NA,NA,19,NA,,1,500,,CONGRESS,AVE,N,N,30,N,N,,Y,19,NA,,1,100,W,5TH,ST,NA,NA,,,,NA,12,1,4,NA,1,1,5,2:59 PM,ON SIGHT,2:59 PM,11/25/2015,Y,74,NA,NA,67,8,5,2,3,64,54,1,5,1,21,21,227,22,30.26711478,-97.74316246,,NA,NA,NA,499,NA,NA,NA,NA,NA,,NA,NA,W 5TH ST,NA,NA,NA,NA,N,N,N,5,9,Y,WED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,90,NA,NA,26,Yes
CONGRESS AVE S,AUS_1449392921,359,369,48,453,1305,3,4.85E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,14493929,AUS_14493929,30.25111478,-97.74912246,2,1,3,16,2,34,1,1,4,11,1,5,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,6/8/2015,9:58 PM,227,22,N,N,NA,NA,19,NA,,1,1300,S,CONGRESS,AVE,N,N,-1,N,N,,Y,19,NA,,1,100,W,JAMES,ST,NA,NA,,,,NA,11,4,4,NA,1,1,5,9:58 PM,DISPATCH,10:01 PM,6/8/2015,Y,74,NA,NA,93,8,5,1,1,64,3,1,5,1,21,21,227,22,30.25111478,-97.74912246,,NA,NA,NA,1299,NA,NA,NA,NA,NA,,NA,NA,JAMES ST W,NA,NA,NA,NA,Y,N,N,2,9,Y,MON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,NA,NA,12,Yes
CONGRESS AVE S,AUS_1435823321,388,447,48,453,1401,1,4.85E+11,1500US484530014011,Block Group 1,G5030,S,650840,121283,30.2552815,-97.7457665,14358233,AUS_14358233,30.25582206,-97.74737139,2,1,3,16,5,22,1,1,4,11,1,3,N,4,NA,NA,4,97,97,,,0,0,0,1,0,0,0,N,N,N,N,N,N,N,4/1/2015,8:24 AM,227,22,N,N,NA,NA,19,NA,,1,600,S,CONGRESS,AVE,N,N,35,N,N,S. CONGRESS AVE,N,19,NA,,NA,,E,RIVERSIDE,DR,NA,NA,,,E. RIVERSIDE DR,NA,12,1,0,NA,1,1,1,8:56 AM,DISPATCH,8:59 AM,4/1/2015,Y,74,NA,NA,98,8,5,3,3,64,13,1,5,1,32,21,227,22,30.25582206,-97.74737139,,NA,NA,NA,602,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,N,N,N,5,9,Y,WED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,90,NA,NA,12,Yes
CONGRESS AVE S,AUS_1460885921,309,369,48,453,1305,3,4.85E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,14608859,AUS_14608859,30.24514696,-97.75132538,2,1,3,16,2,56,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,8/24/2015,8:22 AM,227,22,N,N,NA,NA,19,NA,,1,1900,S,CONGRESS,AVE,N,N,35,N,N,,N,19,NA,,1,100,E,MARY,ST,NA,NA,,,,NA,11,1,2,NA,1,1,20,8:22 AM,DISPATCH,8:30 AM,8/24/2015,Y,74,NA,NA,98,8,5,1,2,64,3,1,5,1,21,21,227,22,30.24514696,-97.75132538,,NA,NA,NA,1902,NA,NA,NA,NA,NA,,NA,NA,MARY ST E,NA,NA,NA,NA,Y,N,N,2,9,Y,MON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,0,1,0,90,NA,NA,12,Yes
CONGRESS AVE S,AUS_1208150821,246,262,48,453,1308,4,4.85E+11,1500US484530013084,Block Group 4,G5030,S,318307,0,30.2387552,-97.7578847,12081508,AUS_12081508,30.23719,-97.75492,2,1,3,16,2,24,2,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,5/21/2011,3:59 PM,227,22,N,Y,NA,NA,11,275,,1,2600,S,CONGRESS,AVE,N,N,0,N,N,,Y,19,NA,,1,100,,LONG BOW,LN,NA,NA,,,,NA,11,1,2,NA,1,1,8,3:59 PM,DISPATCH,4:08 PM,5/21/2011,Y,74,NA,NA,153,8,5,1,3,64,54,1,2,1,21,21,227,22,30.23719,-97.75492,,NA,NA,NA,2511,NA,NA,NA,NA,NA,,NA,NA,UNKNOWN,NA,NA,NA,NA,Y,N,N,2,9,Y,SAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,120815082,1208150821,12,Yes
CONGRESS AVE S,AUS_1429486421,311,369,48,453,1305,3,4.85E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,14294864,AUS_14294864,30.24515478,-97.75132246,2,1,3,16,2,23,2,2,4,11,1,3,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,2/13/2015,7:56 AM,227,22,N,N,NA,NA,19,NA,,1,1900,S,CONGRESS,AVE,N,N,35,N,N,,Y,19,NA,,1,100,E,MARY,ST,NA,NA,,,,NA,11,1,4,NA,1,1,5,7:56 AM,DISPATCH,8:04 AM,2/13/2015,Y,74,NA,NA,99,8,5,1,2,64,3,1,5,1,21,21,227,22,30.24515478,-97.75132246,,NA,NA,NA,1899,NA,NA,NA,NA,NA,,NA,NA,MARY ST E,NA,NA,NA,NA,Y,N,N,2,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,NA,NA,12,Yes
CONGRESS AVE S,AUS_1429223221,310,369,48,453,1305,3,4.85E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,14292232,AUS_14292232,30.24515478,-97.75132246,2,1,3,16,3,27,1,2,4,11,1,2,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,2/21/2015,12:15 PM,227,22,N,N,NA,NA,19,NA,,1,NA,S,CONGRESS,AVE,N,N,35,N,N,,Y,19,NA,,1,,E,MARY,ST,NA,NA,,,,NA,12,1,0,NA,1,1,20,12:15 PM,DISPATCH,1:30 PM,2/21/2015,Y,74,NA,NA,98,8,5,1,2,64,54,1,5,1,21,21,227,22,30.24515478,-97.75132246,,NA,NA,NA,1899,NA,NA,NA,NA,NA,,NA,NA,MARY ST E,NA,NA,NA,NA,Y,N,N,3,9,Y,SAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,5,0,1,0,90,NA,NA,12,Yes
CONGRESS AVE S,AUS_1194780821,382,447,48,453,1401,1,4.85E+11,1500US484530014011,Block Group 1,G5030,S,650840,121283,30.2552815,-97.7457665,11947808,AUS_11947808,30.25548712,-97.74750104,2,1,3,16,2,30,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,3/1/2011,3:00 PM,227,22,N,Y,NA,NA,19,NA,,1,80,,CONGRESS,AVE,N,N,30,N,N,,N,19,NA,,1,,,BARTON SPRINGS,RD,NA,NA,,,,NA,11,1,0,NA,1,1,11,3:00 PM,CAD,3:05 PM,3/1/2011,Y,74,NA,NA,126,8,5,4,1,64,54,1,5,1,21,21,227,22,30.25548712,-97.74750104,,NA,NA,NA,650,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,TUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,90,119478082,1194780821,12,Yes
CONGRESS AVE S,AUS_1439431421,430,447,48,453,1401,1,4.85E+11,1500US484530014011,Block Group 1,G5030,S,650840,121283,30.2552815,-97.7457665,14394314,AUS_14394314,30.25890478,-97.74621246,2,1,3,16,3,30,1,2,4,11,1,2,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,4/2/2015,7:47 PM,227,22,N,N,NA,NA,19,NA,,1,100,S,CONGRESS,AVE,N,N,40,N,N,,Y,19,NA,,4,,,BARTON SPRINGS,RD,NA,NA,,,,NA,11,1,2,NA,2,1,16,7:47 PM,DISPATCH,7:47 PM,4/2/2015,Y,74,NA,NA,93,8,5,2,2,64,54,4,5,1,21,21,227,22,30.25890478,-97.74621246,,NA,NA,NA,301,NA,NA,NA,NA,NA,,NA,NA,BARTON SPRINGS RD,NA,NA,NA,NA,Y,N,N,3,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,5,0,1,0,90,NA,NA,12,Yes
CONGRESS AVE S,AUS_1428453921,396,450,48,453,1305,1,4.85E+11,1500US484530013051,Block Group 1,G5030,S,1106325,65346,30.2582419,-97.7524205,14284539,AUS_14284539,30.25642363,-97.74715288,2,1,3,16,2,38,1,1,4,11,1,3,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,2/18/2015,9:09 AM,227,22,N,N,NA,NA,19,NA,,1,500,S,CONGRESS,AVE,N,N,35,N,N,,N,19,NA,,NA,100,E,RIVERSIDE DR,,NA,NA,,,E RIVERSIDE DR,NA,11,1,0,NA,1,1,1,9:09 AM,DISPATCH,9:28 AM,2/18/2015,Y,74,NA,NA,98,8,5,3,2,64,13,1,5,1,32,21,227,22,30.25642363,-97.74715288,,NA,NA,NA,515,NA,NA,NA,NA,NA,,NA,NA,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,WED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,NA,NA,12,Yes
CONGRESS AVE S,AUS_1450048521,406,450,48,453,1305,1,4.85E+11,1500US484530013051,Block Group 1,G5030,S,1106325,65346,30.2582419,-97.7524205,14500485,AUS_14500485,30.25715478,-97.74688246,2,1,3,16,2,19,1,1,4,11,1,5,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,4/17/2015,2:37 PM,227,22,N,N,NA,NA,19,NA,,1,400,S,CONGRESS,AVE,N,N,45,N,N,,N,NA,NA,,NA,,,NOT REPORTED,,100,FALSE,S,1,,NA,11,1,0,NA,1,1,11,3:10 PM,DISPATCH,3:10 PM,4/17/2015,Y,74,NA,NA,93,8,5,3,2,64,13,1,5,1,32,21,227,22,30.25715478,-97.74688246,,NA,NA,NA,400,NA,NA,NA,NA,NA,,NA,NA,NOT REPORTED,NA,NA,NA,NA,Y,N,N,2,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,0,1,0,90,NA,NA,12,Yes
CONGRESS AVE S,AUS_1265221121,432,450,48,453,1305,1,4.85E+11,1500US484530013051,Block Group 1,G5030,S,1106325,65346,30.2582419,-97.7524205,12652211,AUS_12652211,30.25891,-97.74622,2,1,3,16,2,32,1,2,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,4/7/2012,1:39 PM,227,22,N,N,NA,NA,11,275,,1,200,S,CONGRESS,AVE,N,N,0,N,N,,Y,19,NA,,1,100,,BARTON SPRINGS,RD,NA,NA,,,,NA,11,1,4,NA,5,1,5,1:40 PM,DISPATCH,3:13 PM,4/7/2012,Y,74,NA,NA,195,8,5,1,1,64,54,1,2,1,21,21,227,22,30.25891,-97.74622,,NA,NA,NA,301,NA,NA,NA,NA,NA,,NA,NA,UNKNOWN,NA,NA,NA,NA,Y,N,N,2,9,Y,SAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,126522112,1265221121,12,Yes
CONGRESS AVE S,AUS_1475002721,351,369,48,453,1305,3,4.85E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,14750027,AUS_14750027,30.24984478,-97.74959246,2,1,3,16,1,55,1,2,4,11,1,1,N,4,NA,NA,4,97,97,,,1,0,0,0,0,1,0,N,N,N,N,N,N,N,11/3/2015,8:54 AM,227,22,N,Y,NA,NA,19,NA,,1,1300,S,CONGRESS,AVE,N,N,35,N,N,,Y,19,NA,,1,100,E,GIBSON,ST,NA,NA,,,,NA,11,5,98,NA,2,1,1,8:54 AM,DISPATCH,8:57 AM,11/3/2015,Y,74,NA,NA,93,8,5,1,1,64,3,1,5,1,21,21,227,22,30.24984478,-97.74959246,,NA,NA,NA,1399,NA,NA,NA,NA,NA,,NA,NA,GIBSON ST E,NA,NA,NA,NA,Y,N,N,1,9,Y,TUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,90,NA,NA,12,Yes
DUVAL ST,AUS_1295018121,949,113,48,453,500,2,4.85E+11,1500US484530005002,Block Group 2,G5030,S,221303,0,30.2975252,-97.7329994,12950181,AUS_12950181,30.2969,-97.73094,2,1,3,16,2,42,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,Y,N,8/27/2012,4:20 PM,227,22,N,N,NA,NA,19,NA,,1,NA,,DUVAL,ST,N,N,35,N,N,,Y,19,NA,,NA,,,CAROLYN,AVE,NA,NA,,,,NA,11,1,2,NA,1,1,8,4:20 PM,DISPATCH,4:30 PM,8/27/2012,Y,74,NA,120,14,8,5,1,3,64,54,1,5,1,21,21,227,22,30.2969,-97.73094,,NA,NA,NA,3501,NA,NA,NA,NA,NA,,NA,NA,CAROLYN AVE,NA,NA,NA,NA,Y,N,N,2,9,Y,MON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,90,129501812,1295018121,22,No
