CrashID,CrashID1,Latitude,Longitude,Unit_Nbr,Prsn_Nbr,Prsn_Type_ID,Prsn_Occpnt_Pos_ID,Prsn_Injry_Sev_ID,Prsn_Age,Prsn_Ethnicity_ID,Prsn_Gndr_ID,Prsn_Ejct_ID,Prsn_Rest_ID,Prsn_Airbag_ID,Prsn_Helmet_ID,Prsn_Sol_Fl,Prsn_Alc_Spec_Type_ID,Prsn_Alc_Rslt_ID,Prsn_Bac_Test_Rslt,Prsn_Drg_Spec_Type_ID,Prsn_Drg_Rslt_ID,Drvr_Drg_Cat_1_ID,Prsn_Death_Date,Prsn_Death_Time,Incap_Injry_Cnt.x,Nonincap_Injry_Cnt.x,Poss_Injry_Cnt.x,Non_Injry_Cnt.x,Unkn_Injry_Cnt.x,Tot_Injry_Cnt.x,Death_Cnt.x,Crash_Fatal_Fl,Cmv_Involv_Fl,Schl_Bus_Fl,Rr_Relat_Fl,Medical_Advisory_Fl,Amend_Supp_Fl,Active_School_Zone_Fl,Crash_Date,Crash_Time,Rpt_CRIS_Cnty_ID,Rpt_City_ID,Rpt_Outside_City_Limit_Fl,Thousand_Damage_Fl,Rpt_Latitude,Rpt_Longitude,Rpt_Rdwy_Sys_ID,Rpt_Hwy_Num,Rpt_Hwy_Sfx,Rpt_Road_Part_ID,Rpt_Block_Num,Rpt_Street_Pfx,Rpt_Street_Name,Rpt_Street_Sfx,Private_Dr_Fl,Toll_Road_Fl,Crash_Speed_Limit,Road_Constr_Zone_Fl,Road_Constr_Zone_Wrkr_Fl,Rpt_Street_Desc,At_Intrsct_Fl,Rpt_Sec_Rdwy_Sys_ID,Rpt_Sec_Hwy_Num,Rpt_Sec_Hwy_Sfx,Rpt_Sec_Road_Part_ID,Rpt_Sec_Block_Num,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Ref_Mark_Offset_Amt,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Nbr,Rpt_Sec_Street_Desc,Rpt_CrossingNumber,Wthr_Cond_ID,Light_Cond_ID,Entr_Road_ID,Road_Type_ID,Road_Algn_ID,Surf_Cond_ID,Traffic_Cntl_ID,Investigat_Notify_Time,Investigat_Notify_Meth,Investigat_Arrv_Time,Report_Date,Investigat_Comp_Fl,Investigat_Agency_ID,Investigat_Area_ID,Investigat_District_ID,Investigat_Region_ID,Bridge_Detail_ID,Harm_Evnt_ID,Intrsct_Relat_ID,FHE_Collsn_ID,Obj_Struck_ID,Othr_Factr_ID,Road_Part_Adj_ID,Road_Cls_ID,Road_Relat_ID,Phys_Featr_1_ID,Phys_Featr_2_ID,Cnty_ID,City_ID,Latitude,Longitude,Hwy_Sys,Hwy_Nbr,Hwy_Sfx,Dfo,Street_Name,Street_Nbr,Control,Section,Milepoint,Ref_Mark_Nbr,Ref_Mark_Displ,Hwy_Sys_2,Hwy_Nbr_2,Hwy_Sfx_2,Street_Name_2,Street_Nbr_2,Control_2,Section_2,Milepoint_2,Txdot_Rptable_Fl,Onsys_Fl,Rural_Fl,Crash_Sev_ID,Pop_Group_ID,Located_Fl,Day_of_Week,Hwy_Dsgn_Lane_ID,Hwy_Dsgn_Hrt_ID,Hp_Shldr_Left,Hp_Shldr_Right,Hp_Median_Width,Base_Type_ID,Nbr_Of_Lane,Row_Width_Usual,Roadbed_Width,Surf_Width,Surf_Type_ID,Curb_Type_Left_ID,Curb_Type_Right_ID,Shldr_Type_Left_ID,Shldr_Width_Left,Shldr_Use_Left_ID,Shldr_Type_Right_ID,Shldr_Width_Right,Shldr_Use_Right_ID,Median_Type_ID,Median_Width,Rural_Urban_Type_ID,Func_Sys_ID,Adt_Curnt_Amt,Adt_Curnt_Year,Adt_Adj_Curnt_Amt,Pct_Single_Trk_Adt,Pct_Combo_Trk_Adt,Trk_Aadt_Pct,Curve_Type_ID,Curve_Lngth,Cd_Degr,Delta_Left_Right_ID,Dd_Degr,Feature_Crossed,Structure_Number,I_R_Min_Vert_Clear,Approach_Width,Bridge_Median_ID,Bridge_Loading_Type_ID,Bridge_Loading_In_1000_Lbs,Bridge_Srvc_Type_On_ID,Bridge_Srvc_Type_Under_ID,Culvert_Type_ID,Roadway_Width,Deck_Width,Bridge_Dir_Of_Traffic_ID,Bridge_Rte_Struct_Func_ID,Bridge_IR_Struct_Func_ID,CrossingNumber,RRCo,Poscrossing_ID,WDCode_ID,Standstop,Yield,Incap_Injry_Cnt.y,Nonincap_Injry_Cnt.y,Poss_Injry_Cnt.y,Non_Injry_Cnt.y,Unkn_Injry_Cnt.y,Tot_Injry_Cnt.y,Death_Cnt.y,MPO_ID,Unit_ID,Unit_Prsn_ID
13997104,AUS_13997104,30.21655999,-97.75392001,2,1,3,16,2,26,3,1,4,11,1,97,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,8/28/2014,12:36 PM,227,22,N,N,NA,NA,19,,,1,4100,,SANTIAGO,ST,N,N,30,N,N,,Y,19,,,1,900,E,BEN WHITE BLVD SVRD,BLVD,NA,,,,,,11,1,0,NA,1,1,20,12:17 PM,DISPATCH,12:25 PM,8/28/2014,Y,74,1043,93,112,8,5,2,1,64,54,1,5,1,21,21,227,22,30.21655999,-97.75392001,,,,NA,SANTIAGO ST,4100,NA,NA,NA,NA,NA,,,,UNKNOWN,NA,NA,NA,NA,Y,N,N,2,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,1,0,1,0,90,139971042,1399710421
14001554,AUS_14001554,30.24863806,-97.75003355,2,1,3,16,3,25,1,2,4,11,1,3,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,9/1/2014,10:57 AM,227,22,N,Y,NA,NA,19,,,1,1400,S,CONGRESS,,N,N,35,N,N,,N,19,,,NA,,W,ELIZABETH,ST,NA,,,,,,11,1,98,NA,3,1,20,10:57 AM,DISPATCH,10:57 AM,9/1/2014,N,74,NA,34,48,8,5,3,3,64,13,1,5,1,32,20,227,22,30.24863806,-97.75003355,,,,NA,S CONGRESS AVE,1527,NA,NA,NA,NA,NA,,,,N/A,NA,NA,NA,NA,Y,N,N,3,9,Y,MON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,0,1,2,0,1,0,90,140015542,1400155421
14003193,AUS_14003193,30.40674,-97.67975,2,1,3,16,2,25,1,1,4,11,1,5,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,8/26/2014,8:04 AM,227,22,N,Y,NA,NA,19,,,1,12400,,BLUESTONE,CIR,N,N,30,N,N,,Y,19,,,1,11300,W,PARMER,LN,NA,,,,,,11,1,0,NA,1,1,8,8:05 AM,DISPATCH,8:15 AM,9/3/2014,Y,74,63,123,143,8,5,2,1,64,3,1,5,1,21,21,227,22,30.40674,-97.67975,,,,NA,BLUESTONE CIR,12400,NA,NA,NA,NA,NA,,,,UNKNOWN,NA,NA,NA,NA,Y,N,N,2,9,Y,TUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,1,0,1,0,90,140031932,1400319321
14003313,AUS_14003313,30.3999281,-97.74917871,2,1,3,16,2,59,1,1,4,11,1,97,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,9/2/2014,7:50 PM,227,22,N,Y,NA,NA,19,,,1,10800,N,JOLLYVILLE,RD,N,N,40,N,N,,N,19,,,NA,5000,W,BRAKER,LN,NA,,,,,,11,4,0,NA,1,1,16,7:55 PM,BY CITIZEN,8:00 PM,9/2/2014,Y,74,NA,46,64,8,5,3,1,64,13,1,5,2,32,21,227,22,30.3999281,-97.74917871,,,,NA,JOLLYVILLE RD,10613,NA,NA,NA,NA,NA,,,,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,TUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,1,0,1,0,90,140033132,1400331321
14006440,AUS_14006440,30.28377,-97.72221,2,1,3,16,1,27,1,1,4,11,1,2,N,4,NA,NA,4,97,97,,,1,0,0,0,0,1,0,N,N,N,N,N,N,N,8/15/2014,7:04 PM,227,22,N,Y,NA,NA,19,,,1,,,LAFAYETTE,AVE,N,N,-1,N,N,,Y,19,,,1,,,MANOR,RD,NA,,,,,,11,1,4,NA,5,1,5,7:04 PM,DISPATCH,7:09 PM,8/15/2014,Y,74,NA,34,48,8,5,1,3,64,54,1,5,1,21,21,227,22,30.28377,-97.72221,,,,NA,LAFAYETTE AVE,2301,NA,NA,NA,NA,NA,,,,MANOR RD,NA,NA,NA,NA,Y,N,N,1,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,1,1,0,90,140064402,1400644021
14006481,AUS_14006481,30.26634694,-97.7461002,2,1,3,16,5,26,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,0,0,1,0,0,0,N,N,N,N,N,N,N,8/15/2014,10:47 PM,227,22,N,N,NA,NA,19,,,1,300,,LAVACA,ST,N,N,-1,N,N,,N,19,,,NA,,,4TH,ST,NA,,,,,,11,4,4,NA,3,1,5,10:47 PM,DISPATCH,11:00 PM,8/15/2014,Y,74,36,67,282,8,5,4,1,64,54,1,5,1,21,21,227,22,30.26634694,-97.7461002,,,,NA,LAVACA ST,341,NA,NA,NA,NA,NA,,,,N/A,NA,NA,NA,NA,N,N,N,5,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,0,0,2,1,0,0,90,140064812,1400648121
14009988,AUS_14009988,30.22783041,-97.77947055,2,1,3,16,3,27,1,1,4,11,1,2,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,9/4/2014,8:33 AM,227,1792,Y,N,NA,NA,19,,,1,4200,,BANISTER,LN,N,N,30,N,N,,Y,2,290,E,2,,,NOT REPORTED,,NA,,,,,,11,1,0,2,3,1,5,8:33 AM,DISPATCH,8:36 AM,9/5/2014,N,74,1043,93,112,8,5,2,1,64,54,2,2,1,21,21,227,22,30.22783041,-97.77947055,US,290,,115.28,US0290,,113,13,1.445,576,0.248,,,,BANISTER LN,NA,NA,NA,NA,Y,Y,N,3,9,Y,THU,5,0,10,10,42,9,8,380,136,96,5,0,2,2,20,5,2,20,5,2,22,4,12,139430,2012,139430,1.9,2.6,4.5,1,331,1,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,0,1,0,0,1,0,90,140099882,1400998821
14010036,AUS_14010036,30.28979,-97.74141,2,1,3,16,2,20,4,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,9/5/2014,9:57 AM,227,22,N,N,NA,NA,19,,,1,,,GUADALUPE,ST,N,N,30,N,N,,Y,19,,,1,,W,DEAN KEETON,ST,NA,,,,,,11,1,2,NA,1,1,16,9:57 AM,ON SIGHT,9:57 AM,9/5/2014,Y,74,1061,10,14,8,5,1,2,64,54,1,5,1,21,21,227,22,30.28979,-97.74141,,,,NA,GUADALUPE ST,2525,NA,NA,NA,NA,NA,,,,W DEAN KEETON ST,NA,NA,NA,NA,Y,N,N,2,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,1,0,1,0,90,140100362,1401003621
14013853,AUS_14013853,30.31379362,-97.70404845,2,1,3,16,3,27,1,1,4,11,1,2,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,8/14/2014,11:05 AM,227,22,N,N,NA,NA,19,,,1,5402,,CAMERON,RD,N,N,30,N,N,,N,19,,,NA,5511,,CORONA,DR,NA,,,,,,11,1,0,NA,1,1,16,11:06 AM,DISPATCH,11:08 AM,8/14/2014,N,74,NA,121,95,8,5,3,3,64,13,1,5,2,32,21,227,22,30.31379362,-97.70404845,,,,NA,CAMERON RD,5603,NA,NA,NA,NA,NA,,,,N/A,NA,NA,NA,NA,Y,N,N,3,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,0,1,1,0,1,0,90,140138532,1401385321
14024820,AUS_14024820,30.23766,-97.72574,2,1,3,16,2,54,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,8/21/2014,11:15 PM,227,22,N,Y,NA,NA,19,,,1,,E,RIVERSIDE,DR,N,N,35,N,N,,Y,19,,,1,,,WILLOW CREEK,RD,NA,,,,,,11,4,2,NA,1,1,15,11:15 PM,DISPATCH,11:16 PM,8/21/2014,Y,74,1045,98,129,8,5,3,3,64,13,1,5,2,32,21,227,22,30.23766,-97.72574,,,,NA,E RIVERSIDE DR,,NA,NA,NA,NA,NA,,,,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,3,0,1,0,90,140248202,1402482021
14028231,AUS_14028231,30.27909,-97.74728999,2,1,3,16,2,24,1,1,4,11,1,3,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,9/17/2014,12:08 PM,227,22,N,N,NA,NA,19,,,1,,W,15TH,ST,N,N,35,N,N,,Y,19,,,1,,,WEST,AVE,NA,,,,,,11,1,4,NA,3,1,5,12:08 PM,DISPATCH,12:10 PM,9/17/2014,Y,74,1061,10,14,8,5,1,1,64,54,1,5,1,21,21,227,22,30.27909,-97.74728999,,,,NA,W 15TH ST,,NA,NA,NA,NA,NA,,,,WEST AVE,NA,NA,NA,NA,Y,N,N,2,9,Y,WED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,1,0,1,0,90,140282312,1402823121
14029755,AUS_14029755,30.28793763,-97.74460837,2,1,3,16,2,43,1,1,4,11,1,3,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,9/10/2014,7:17 PM,227,22,N,N,NA,NA,19,,,1,626,W,W 24TH ST,ST,N,N,30,N,N,,N,19,,,NA,,,RIO GRANDE ST,ST,NA,,,,,,0,1,4,NA,1,1,5,7:17 PM,DISPATCH,7:17 PM,9/10/2014,Y,74,1061,10,14,8,5,2,1,64,21,1,5,1,21,21,227,22,30.28793763,-97.74460837,,,,NA,W 24TH ST,695,NA,NA,NA,NA,NA,,,,RIO GRANDE ST,NA,NA,NA,NA,Y,N,N,2,9,Y,WED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,3,0,1,0,90,140297552,1402975521
14033693,AUS_14033693,30.26337048,-97.75758837,2,1,3,16,2,34,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,8/26/2014,5:08 PM,227,22,N,N,NA,NA,19,,,1,200,S,LAMAR,BLVD,N,N,35,N,N,,N,19,,,NA,1300,,TOOMEY,RD,NA,,,,,,11,1,0,2,1,1,20,5:08 PM,ON SIGHT,5:08 PM,8/26/2014,Y,74,1043,93,112,8,5,4,1,64,3,1,2,1,21,21,227,22,30.26337048,-97.75758837,SL,343,,3.564,SL0343,,113,12,1.178,568,-0.754,,,,N/A,NA,NA,NA,NA,Y,Y,N,2,9,Y,TUE,3,0,0,0,22,2,6,120,72,72,4,1,1,1,0,0,1,0,0,1,22,4,14,40000,2012,40000,0.8,0.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,1,0,1,0,90,140336932,1403369321
14036623,AUS_14036623,30.23877,-97.71958,2,1,3,16,1,38,1,1,4,11,1,1,N,4,NA,NA,4,97,97,,,1,0,0,0,0,1,0,N,N,N,N,N,N,N,8/27/2014,6:13 AM,227,1792,Y,Y,NA,NA,19,,,1,,S,PLEASANT VALLEY RD,RD,N,N,-1,N,N,,Y,19,,,1,2500,,ELMONT DR,DR,NA,,,,,,11,4,4,NA,1,1,5,6:13 AM,DISPATCH,6:19 AM,8/27/2014,Y,74,1045,98,129,8,5,1,1,64,54,1,5,1,21,21,227,22,30.23877,-97.71958,,,,NA,S PLEASANT VALLEY RD,1405,NA,NA,NA,NA,NA,,,,ELMONT DR,NA,NA,NA,NA,Y,N,N,1,9,Y,WED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,1,0,1,0,90,140366232,1403662321
14039160,AUS_14039160,30.31403,-97.71503,2,1,3,16,3,73,1,1,4,11,1,1,N,4,NA,NA,4,97,97,,,0,0,1,0,0,1,0,N,N,N,N,N,N,N,9/11/2014,9:55 PM,227,22,N,N,NA,NA,19,,,1,5200,N,AIRPORT,BLVD,N,N,35,N,N,,Y,19,,,1,800,,E 53RD,ST,NA,,,,,,11,4,2,NA,2,1,5,9:55 PM,DISPATCH,10:09 PM,9/11/2014,Y,74,NA,121,95,8,5,2,1,64,54,1,5,1,21,21,227,22,30.31403,-97.71503,,,,NA,AIRPORT BLVD,5299,NA,NA,NA,NA,NA,,,,E 53RD ST,NA,NA,NA,NA,Y,N,N,3,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,0,1,0,0,1,0,90,140391602,1403916021
14041255,AUS_14041255,30.26933,-97.74737,2,1,3,16,5,24,3,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,0,0,1,0,0,0,N,N,N,N,N,N,N,8/31/2014,12:45 AM,227,22,N,N,NA,NA,19,,,1,500,W,W 6TH ST,ST,N,N,-1,N,N,,Y,19,,,1,600,,NUECES ST,ST,NA,,,,,,11,4,98,NA,1,1,5,12:45 AM,DISPATCH,12:50 AM,8/31/2014,Y,74,36,67,282,8,5,2,3,64,3,1,5,1,21,21,227,22,30.26933,-97.74737,,,,NA,6TH ST W,500,NA,NA,NA,NA,NA,,,,UNKNOWN,NA,NA,NA,NA,N,N,N,5,9,Y,SUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,0,0,2,0,0,0,90,140412552,1404125521
14044093,AUS_14044093,30.36676167,-97.739475,2,1,3,16,2,27,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,9/26/2014,4:21 PM,227,22,N,N,NA,NA,19,,,7,3300,,STECK,AVE,N,N,30,N,N,,N,19,,,NA,,,SHOAL CREEK,,NA,,,,,,11,1,0,NA,2,1,20,4:21 PM,DISPATCH,4:26 PM,9/26/2014,Y,74,NA,46,64,8,5,3,2,64,13,1,5,1,32,21,227,22,30.36676167,-97.739475,,,,NA,STECK AVE,3300,NA,NA,NA,NA,NA,,,,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,1,0,1,0,90,140440932,1404409321
14046246,AUS_14046246,30.29173,-97.73425,2,1,3,16,1,28,1,1,4,11,1,4,N,4,NA,NA,4,97,97,,,1,0,0,0,0,1,0,N,N,N,N,N,N,N,9/4/2014,2:16 PM,227,22,N,Y,NA,NA,19,,,1,,E,30TH,ST,N,N,-1,N,N,,Y,19,,,1,,,DUVAL,ST,NA,,,,,,12,1,2,NA,2,1,8,2:16 PM,DISPATCH,2:19 PM,9/4/2014,Y,74,1061,10,14,8,5,1,3,64,54,1,5,1,21,21,227,22,30.29173,-97.73425,,,,NA,E 30TH ST,498,NA,NA,NA,NA,NA,,,,DUVAL ST,NA,NA,NA,NA,Y,N,N,1,9,Y,THU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,1,0,1,0,90,140462462,1404624621
14047094,AUS_14047094,30.26201867,-97.72348218,2,1,3,16,2,30,2,1,4,11,1,97,N,4,NA,NA,4,97,97,,,0,1,0,0,0,1,0,N,N,N,N,N,N,N,8/31/2014,10:55 PM,227,22,N,N,NA,NA,19,,,1,1800,E,6TH,ST,N,N,30,N,N,,N,19,,,NA,1816,E,6TH,ST,NA,,,,,,11,4,0,NA,1,1,20,10:55 PM,DISPATCH,10:58 PM,8/31/2014,Y,74,NA,34,48,8,5,4,1,64,4,1,5,1,21,21,227,22,30.26201867,-97.72348218,,,,NA,E 6TH ST,1800,NA,NA,NA,NA,NA,,,,N/A,NA,NA,NA,NA,Y,N,N,2,9,Y,SUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,3,0,1,0,90,140470942,1404709421
14047182,AUS_14047182,30.29549334,-97.73995668,2,1,3,16,1,18,1,1,4,11,1,97,N,4,NA,NA,4,97,97,,,1,0,0,0,0,1,0,N,N,N,N,N,N,N,9/5/2014,9:46 AM,227,1792,Y,N,NA,NA,19,,,7,200,W,30TH,ST,N,N,30,N,N,,N,19,,,NA,,W,WHITIS,AVE,NA,,,,,,12,1,0,NA,1,1,11,9:46 AM,DISPATCH,9:52 AM,9/5/2014,N,74,1061,10,14,8,5,4,4,64,54,1,5,1,21,21,227,22,30.29549334,-97.73995668,,,,NA,W 30TH ST,371,NA,NA,NA,NA,NA,,,,N/A,NA,NA,NA,NA,Y,N,N,1,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,2,0,1,0,90,140471822,1404718221
14047252,AUS_14047252,30.47755201,-97.76541882,2,1,3,16,1,20,1,1,4,11,1,5,N,4,NA,NA,4,97,97,,,1,0,0,0,0,1,0,N,N,N,N,N,N,N,9/5/2014,4:57 PM,246,1811,Y,N,NA,NA,19,,,1,9209,W,PARMER,LN,N,N,60,N,N,,N,4,620,A,NA,,,NOT REPORTED,,NA,,,,,,11,1,0,NA,1,1,20,4:57 PM,DISPATCH,4:58 PM,9/5/2014,Y,74,NA,46,64,8,5,3,2,64,14,1,4,1,32,21,246,22,30.47755201,-97.76541882,,,,NA,W PARMER LN,,NA,NA,NA,NA,NA,,,,N/A,NA,NA,NA,NA,Y,N,N,1,9,Y,FRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,1,0,1,0,90,140472522,1404725221
